escuelaId,anio,semestre,cantidad_alumnos,numero_inscripciones,tasa_desercion,tasa_promocion,numero_maestros,promedio_calificaciones,esUrbana
13,2022,1,150,476,7.91,98,34,8.52,true
13,2022,2,139,270,6.27,85.06,28,7.11,true
13,2023,1,114,429,9.82,80.91,7,8.04,true
13,2023,2,355,219,11.03,92.65,29,6.29,true
13,2024,1,356,311,11.31,97.04,38,6.8,true
13,2024,2,456,535,3.71,92.46,35,6.43,true
14,2005,1,290,182,7.87,87.68,28,8.22,true
14,2005,2,459,341,11.95,90.39,31,8.53,true
14,2006,1,297,197,9.98,95.34,10,6.06,true
14,2006,2,595,115,9.17,91.62,22,6.4,true
14,2007,1,323,106,7.72,93.08,9,8.41,true
14,2007,2,363,238,6.25,85.24,25,7.38,true
14,2008,1,355,314,11.3,90.28,7,7.31,true
14,2008,2,473,129,8.99,94.65,6,8.91,true
14,2009,1,335,400,4.54,84.48,37,7.76,true
14,2009,2,339,104,11.31,93.97,30,6.1,true
14,2010,1,403,574,8.55,87.35,33,8.44,true
14,2010,2,446,525,8.39,89.38,25,6.69,true
14,2011,1,328,91,3.51,92.33,6,8.15,true
14,2011,2,388,388,4.36,82.32,11,8.29,true
14,2012,1,195,119,5.36,96.04,17,8.56,true
14,2012,2,106,171,7.2,86.62,12,7.7,true
14,2013,1,269,124,9.73,97.3,25,6.22,true
14,2013,2,203,341,11.73,97.54,33,6.77,true
14,2014,1,366,147,9.34,96.83,28,7.9,true
14,2014,2,246,242,9.7,94.21,9,8.53,true
14,2015,1,529,388,2.11,83.9,38,6.53,true
14,2015,2,459,512,5.26,85.07,25,9.3,true
14,2016,1,597,576,7.09,86.17,37,7.55,true
14,2016,2,427,262,2,89.55,28,8.79,true
14,2017,1,342,336,7.99,87.85,39,6.95,true
14,2017,2,363,552,3.97,82.56,33,8.14,true
14,2018,1,402,283,3.24,86.15,9,8.27,true
14,2018,2,339,166,10.77,86.96,38,9.23,true
14,2019,1,353,163,2.19,84.18,23,8.63,true
14,2019,2,595,113,4.33,92.67,24,8.16,true
14,2020,1,267,162,10.64,88.09,39,8.97,true
14,2020,2,576,258,10.41,93.06,6,7.6,true
14,2021,1,239,217,5.63,82.55,26,8.69,true
14,2021,2,339,535,3.47,88.26,13,9.22,true
14,2022,1,441,331,7.73,96,7,7.97,true
14,2022,2,319,398,2.11,81.22,7,9.01,true
14,2023,1,198,100,6.86,91.45,24,7.48,true
14,2023,2,362,139,11.2,81.46,13,8.81,true
14,2024,1,359,382,3.31,80.54,22,7.3,true
14,2024,2,399,530,2.09,80.57,19,6.35,true
15,2005,1,401,508,3.3,95.28,8,8.99,true
15,2005,2,490,488,9.77,80.39,25,7.04,true
15,2006,1,166,213,4.08,80.38,16,8.59,true
15,2006,2,145,162,6.67,84.8,26,7.16,true
15,2007,1,118,369,7.41,94.39,21,8.1,true
15,2007,2,156,264,7.09,88.42,31,7.37,true
15,2008,1,187,536,9.67,82.81,6,7.19,true
15,2008,2,502,256,10.55,83.3,22,9.07,true
15,2009,1,460,158,4.96,96.89,27,9.29,true
15,2009,2,415,537,6.09,93.35,10,6.64,true
15,2010,1,284,204,5.43,93.32,35,9.04,true
15,2010,2,503,524,9.4,93.46,8,9.07,true
15,2011,1,238,449,5.16,96.51,8,6.4,true
15,2011,2,135,239,11.68,89.92,38,7.67,true
15,2012,1,171,342,4.09,87.73,19,9.33,true
15,2012,2,403,434,4.06,90.8,29,8.5,true
15,2013,1,576,560,5.99,88.16,19,8.81,true
15,2013,2,216,436,9.92,90.35,11,7.09,true
15,2014,1,125,88,2.93,90.76,27,7.43,true
15,2014,2,202,543,3.53,89.04,5,7.92,true
15,2015,1,258,445,5.02,80.15,29,9.46,true
15,2015,2,375,282,10.69,97.85,10,8.06,true
15,2016,1,521,254,11.93,83.51,36,9.41,true
15,2016,2,347,366,6.61,84.15,5,6.77,true
15,2017,1,150,566,5.88,94.21,7,6.48,true
15,2017,2,345,328,4.53,89.47,8,7.47,true
15,2018,1,185,529,2.14,87.36,19,8.5,true
15,2018,2,353,387,2.94,85.29,22,7.72,true
15,2019,1,596,254,10.42,81.36,36,6.54,true
15,2019,2,314,519,5.71,90.73,32,6.1,true
15,2020,1,482,175,11.66,93.22,37,8.43,true
15,2020,2,336,456,11.26,96.3,9,9.38,true
15,2021,1,397,170,11.1,94.11,30,8.73,true
15,2021,2,325,213,4.63,80.24,13,7.98,true
15,2022,1,124,435,10.08,92.6,24,8.73,true
15,2022,2,576,414,10.2,84.99,33,7.25,true
15,2023,1,173,144,10.63,87.42,9,6.26,true
15,2023,2,223,177,3.04,87.48,19,9.06,true
15,2024,1,584,510,11.96,82.55,25,7.29,true
15,2024,2,497,490,6.07,91.31,9,9.37,true
16,2005,1,133,256,7.51,93.63,8,6.31,true
16,2005,2,231,134,7.42,88.72,27,6.14,true
16,2006,1,517,503,4.21,92.73,6,9.07,true
16,2006,2,581,345,10.96,95.1,17,6.27,true
16,2007,1,531,315,7.15,88.35,23,8.04,true
16,2007,2,486,357,11.65,83.24,5,6.44,true
16,2008,1,498,517,10.26,83.55,20,8.58,true
16,2008,2,136,406,9.22,86.62,12,7.63,true
16,2009,1,135,146,8.47,81.65,38,7.11,true
16,2009,2,432,93,10.94,95.75,23,6.61,true
16,2010,1,367,418,6.25,97.23,24,8.35,true
16,2010,2,571,205,10.57,96.42,10,9.15,true
16,2011,1,451,111,2.37,80.79,22,6.88,true
16,2011,2,253,96,10.02,91,8,7.76,true
16,2012,1,294,544,11.61,84.74,23,7.09,true
16,2012,2,463,501,10.83,86.62,8,6.06,true
16,2013,1,324,401,7.53,80.46,31,9.24,true
16,2013,2,367,111,2.22,81.94,14,8.39,true
16,2014,1,384,540,6.72,81.07,5,6.18,true
16,2014,2,356,302,6.57,87.54,39,9.08,true
16,2015,1,203,432,2.39,91.61,20,7.36,true
16,2015,2,261,187,2.06,91.7,6,7.29,true
16,2016,1,203,495,8.54,85.19,26,8.39,true
16,2016,2,261,219,7.63,90.36,8,8.93,true
16,2017,1,435,142,10.16,95.6,8,6.62,true
16,2017,2,439,201,10.11,88.15,26,6.28,true
16,2018,1,277,446,5.18,92.71,36,8.89,true
16,2018,2,365,274,4.97,84.56,15,9.16,true
16,2019,1,490,217,3.87,88.51,33,9.14,true
16,2019,2,130,163,3.47,93.41,9,8.84,true
16,2020,1,192,465,2.24,95.76,11,6.72,true
16,2020,2,455,489,4.71,96.78,21,7.41,true
16,2021,1,404,576,5.57,95.66,15,6.72,true
16,2021,2,524,384,7.14,84.6,34,9.22,true
16,2022,1,337,298,7.01,83.99,10,6.91,true
16,2022,2,393,369,8.29,92.79,12,8.27,true
16,2023,1,364,265,9.52,97.78,26,7.91,true
16,2023,2,377,101,3.58,81.97,17,7.41,true
16,2024,1,253,509,5.73,85.58,5,8.3,true
16,2024,2,177,122,3.27,92.04,29,8.82,true
17,2005,1,420,327,3.21,84.56,6,9.22,true
17,2005,2,525,365,8.65,91.51,15,8.65,true
17,2006,1,511,405,6.81,87.52,26,8.28,true
17,2006,2,375,254,6.38,97.93,35,7.28,true
17,2007,1,426,84,7.17,88.93,35,6.49,true
17,2007,2,461,517,2.73,80.1,32,7.21,true
17,2008,1,105,324,7.28,89.68,26,9.22,true
17,2008,2,581,459,8.6,90.89,24,7.68,true
17,2009,1,166,131,7.86,90.15,24,8.68,true
17,2009,2,514,559,2.75,94.47,34,8.94,true
17,2010,1,533,423,5.46,81.55,32,8.58,true
17,2010,2,313,484,10.61,88.85,6,7.08,true
17,2011,1,412,541,10.32,96.21,10,7.5,true
17,2011,2,405,343,7.68,83.95,36,9.33,true
17,2012,1,326,204,3.56,81.82,33,9.23,true
17,2012,2,390,262,11.36,88.75,10,7.33,true
17,2013,1,362,402,2.32,85.57,5,7.19,true
17,2013,2,224,364,3.21,93.46,20,7.82,true
17,2014,1,143,297,2.01,83.29,7,8.86,true
17,2014,2,571,310,2.46,82.6,20,6.92,true
17,2015,1,386,234,6.41,87.27,31,7,true
17,2015,2,509,305,5.96,92.56,30,8.98,true
17,2016,1,264,280,9.95,82.01,23,9.38,true
17,2016,2,534,481,2.45,84.91,25,9.48,true
17,2017,1,145,545,10.59,96.24,15,6.7,true
17,2017,2,253,546,11.03,90.39,16,6.85,true
17,2018,1,448,388,2.55,83.71,25,8.32,true
17,2018,2,225,480,4.75,98,20,8.48,true
17,2019,1,232,359,4.05,94.47,13,8.56,true
17,2019,2,215,99,8.7,84.73,38,8.36,true
17,2020,1,383,344,6.12,93.72,15,7.25,true
17,2020,2,462,552,10.35,95.48,5,9.03,true
17,2021,1,418,428,2.48,87.66,33,9.44,true
17,2021,2,338,110,10.37,80.96,36,7.4,true
17,2022,1,540,248,10.32,89.69,18,7.83,true
17,2022,2,164,372,3.77,94.45,5,6.76,true
17,2023,1,400,201,7.74,90.94,33,8.62,true
17,2023,2,240,351,7.75,88.07,15,8.26,true
17,2024,1,200,228,6.03,88.61,29,8.43,true
17,2024,2,159,221,7.3,95.54,20,8.74,true
18,2005,1,346,151,3.93,96.96,20,9.49,true
18,2005,2,357,99,11.52,91.29,5,6.51,true
18,2006,1,194,559,2.96,95.33,12,9.19,true
18,2006,2,328,366,5.63,94.43,22,7.98,true
18,2007,1,278,275,8.18,90.41,6,8.28,true
18,2007,2,589,176,7.2,86.58,39,8.85,true
18,2008,1,154,249,5.78,94.7,27,7.16,true
18,2008,2,205,160,3.37,92.73,14,7.64,true
18,2009,1,227,248,5.66,90.63,17,9.08,true
18,2009,2,263,301,2.1,83.16,28,8.83,true
18,2010,1,593,432,10.11,92.46,29,8.08,true
18,2010,2,451,476,5.78,92.18,14,7.32,true
18,2011,1,293,330,6.79,88.21,39,8.59,true
18,2011,2,495,313,3.37,97.52,25,7.08,true
18,2012,1,573,461,11.22,80.1,25,7.57,true
18,2012,2,370,464,2.7,84.03,34,6.42,true
18,2013,1,347,423,5.57,95.95,27,6.61,true
18,2013,2,426,391,3.86,85.21,19,8.52,true
18,2014,1,233,320,9.15,92.88,38,7.18,true
18,2014,2,478,384,7.14,97.71,34,6.86,true
18,2015,1,452,298,4.05,94.57,38,6.13,true
18,2015,2,128,415,4.11,83.53,5,7.77,true
18,2016,1,425,188,5.44,95.12,34,6.18,true
18,2016,2,268,383,10.66,94.25,29,6.28,true
18,2017,1,157,512,5.66,82.64,29,6.4,true
18,2017,2,280,557,5.55,85.69,5,6.78,true
18,2018,1,574,305,11.54,83.52,13,7.6,true
18,2018,2,509,226,8.71,85.97,27,6.43,true
18,2019,1,477,499,5.31,91.52,12,6.45,true
18,2019,2,438,223,10.35,81.97,21,7.87,true
18,2020,1,160,485,6.25,86.28,15,7.68,true
18,2020,2,521,359,2.12,88.6,28,8.68,true
18,2021,1,143,496,4.08,95.19,8,9.18,true
18,2021,2,290,402,11.86,85.55,38,8.77,true
18,2022,1,190,285,6.54,81.1,31,7.51,true
18,2022,2,392,452,8.57,81.89,15,8.9,true
18,2023,1,509,280,6.61,88.02,23,6.82,true
18,2023,2,103,501,11.41,84.65,25,7.5,true
18,2024,1,113,308,8.13,96.84,19,8.85,true
18,2024,2,401,336,3.58,83.63,38,6.51,true
19,2005,1,508,483,3.52,91.33,31,7.16,false
19,2005,2,330,407,2.33,93.4,13,8.73,false
19,2006,1,333,324,7.21,86.17,14,7.03,false
19,2006,2,111,558,11.64,91.31,20,6.06,false
19,2007,1,243,510,10.92,80.4,26,8.48,false
19,2007,2,166,557,4.53,84.85,34,8.8,false
19,2008,1,374,139,5.5,85.67,29,8.16,false
19,2008,2,261,488,5.73,86.31,37,7.46,false
19,2009,1,448,220,9.42,95.82,16,7.02,false
19,2009,2,115,470,6.23,84.07,8,9.04,false
19,2010,1,167,545,4.29,84.72,35,8.64,false
19,2010,2,189,112,8.26,83.96,29,7.15,false
19,2011,1,386,351,2.27,81.5,7,7.64,false
19,2011,2,235,372,6.92,83.08,25,9.23,false
19,2012,1,422,289,9.23,87.04,37,8.77,false
19,2012,2,519,243,11.54,88.91,33,6.33,false
19,2013,1,164,558,6.68,85.65,8,7.99,false
19,2013,2,446,264,11.35,94.07,29,9.15,false
19,2014,1,257,344,8.24,96.17,15,6.28,false
19,2014,2,387,89,2.77,81.74,32,8.01,false
19,2015,1,284,453,7.62,91.7,5,8.43,false
19,2015,2,509,507,2.43,85.01,19,6.47,false
19,2016,1,483,268,6.16,91.33,15,8.89,false
19,2016,2,362,240,11.56,96.91,22,6.43,false
19,2017,1,564,484,10.01,90.05,32,6.31,false
19,2017,2,349,541,5.59,95.49,8,8.76,false
19,2018,1,100,567,11.88,87.83,37,7.23,false
19,2018,2,378,385,11.96,80.99,12,8.47,false
19,2019,1,151,89,6.97,80.68,10,8.49,false
19,2019,2,108,169,4.06,94.76,7,7.07,false
19,2020,1,240,272,3.75,90.07,8,6.64,false
19,2020,2,381,495,4.06,81.63,17,9,false
19,2021,1,203,197,8.7,93.69,33,7.76,false
19,2021,2,348,487,5.68,92.02,32,7.64,false
19,2022,1,320,142,5.29,88.14,8,7.01,false
19,2022,2,118,381,3.59,89.57,8,7.22,false
19,2023,1,255,505,10.29,92.03,22,8.33,false
19,2023,2,229,114,8.51,96.64,5,8.05,false
19,2024,1,289,474,10.4,97.54,22,8.01,false
19,2024,2,555,91,11.69,91.72,23,8.53,false
20,2005,1,580,194,7.45,93.64,16,6.43,false
20,2005,2,306,191,8.19,94.4,11,6.97,false
20,2006,1,207,559,9,83.28,29,8.07,false
20,2006,2,151,290,3.05,86.17,27,9.24,false
20,2007,1,115,188,4.56,86.16,38,8.07,false
20,2007,2,473,183,10.77,87.6,36,6.16,false
20,2008,1,444,569,2.65,96.86,34,8.76,false
20,2008,2,569,243,5.76,95.73,22,6.4,false
20,2009,1,595,109,8.01,87.1,36,7.04,false
20,2009,2,139,123,11.63,87.92,38,6.79,false
20,2010,1,558,313,4.9,94.69,39,6.88,false
20,2010,2,356,135,11.91,87.02,33,6.18,false
20,2011,1,562,100,4.53,92.19,33,6.76,false
20,2011,2,292,88,5.77,95.87,32,6.94,false
20,2012,1,312,484,9.4,80.3,16,6.61,false
20,2012,2,168,259,2.74,95.03,17,6.4,false
20,2013,1,539,310,7.83,91.11,5,6.6,false
20,2013,2,224,511,6.84,93.2,10,8.28,false
20,2014,1,544,86,3.3,84.23,36,7.24,false
20,2014,2,441,101,2.72,92.15,25,7.64,false
20,2015,1,184,513,11.33,83.08,6,6.11,false
20,2015,2,544,101,9.73,97.34,38,6.87,false
20,2016,1,256,139,2.07,86.54,23,8.28,false
20,2016,2,307,206,8.85,89.27,21,8.38,false
20,2017,1,183,323,4.13,88.1,34,7.65,false
20,2017,2,435,337,2.29,80.39,19,9.17,false
20,2018,1,461,150,8.51,95.35,37,7.74,false
20,2018,2,302,531,11.23,87.5,31,8.52,false
20,2019,1,375,328,8.22,81.16,18,7.73,false
20,2019,2,433,450,3.38,85.51,20,6.32,false
20,2020,1,514,340,7.23,97.43,32,6.21,false
20,2020,2,278,186,11.25,91.16,24,7.64,false
20,2021,1,271,317,5.14,96.9,11,8.35,false
20,2021,2,104,527,3.87,93.21,33,6.87,false
20,2022,1,387,386,2.28,86.36,21,8.66,false
20,2022,2,174,126,11.64,95.23,18,7.52,false
20,2023,1,452,566,10.93,90.68,39,6.82,false
20,2023,2,148,562,5.91,81.06,31,6.99,false
20,2024,1,304,279,8.79,87.33,8,8.68,false
20,2024,2,489,219,2.18,87.28,23,8.94,false
21,2005,1,476,329,9.12,92.53,29,6.3,false
21,2005,2,434,152,7.03,82.75,36,6.77,false
21,2006,1,578,455,8.26,84.2,8,9.38,false
21,2006,2,452,391,9.31,86.2,19,9.21,false
21,2007,1,185,477,2.07,80.9,38,7.33,false
21,2007,2,534,406,2.36,86.34,36,8.18,false
21,2008,1,187,284,3.96,87.76,9,6.93,false
21,2008,2,382,419,8.09,91.67,7,9.33,false
21,2009,1,436,287,3.56,96.01,13,7.41,false
21,2009,2,452,235,10.65,88.67,22,8.19,false
21,2010,1,494,510,6.22,82.33,39,7.68,false
21,2010,2,225,445,6.15,84.35,34,7.95,false
21,2011,1,176,373,3.59,95,39,8.22,false
21,2011,2,261,426,8.52,80.3,21,7.03,false
21,2012,1,430,550,11.74,81.26,36,9.5,false
21,2012,2,467,316,9.56,96.49,23,7.73,false
21,2013,1,140,168,9.97,82.03,31,8.5,false
21,2013,2,171,169,6.86,91.85,19,8.19,false
21,2014,1,243,380,11.96,91.3,22,8.09,false
21,2014,2,177,167,11.84,89.71,21,8.89,false
21,2015,1,317,431,6.1,81.33,25,6.06,false
21,2015,2,507,575,4.66,93.86,19,7.69,false
21,2016,1,422,184,8.84,89.85,18,8.76,false
21,2016,2,473,478,8.38,91.93,37,8.35,false
21,2017,1,225,314,2.68,90.98,31,8.25,false
21,2017,2,520,447,6.34,83.59,5,6.23,false
21,2018,1,150,150,5.6,86.61,26,9.22,false
21,2018,2,497,334,2.68,90.29,37,6.74,false
21,2019,1,164,552,4.99,92.6,14,7.86,false
21,2019,2,269,202,10.52,93.69,24,9.35,false
21,2020,1,352,152,5.55,91.37,34,7.37,false
21,2020,2,464,94,7.97,87.74,9,6.66,false
21,2021,1,347,370,2.66,97.48,36,6.64,false
21,2021,2,207,310,5.62,89.67,33,7.06,false
21,2022,1,167,253,9.56,87.09,26,7.74,false
21,2022,2,321,149,4.06,87.04,16,7.42,false
21,2023,1,109,97,10.68,84.43,26,8.26,false
21,2023,2,378,188,3.35,87.86,15,6.96,false
21,2024,1,489,575,3.63,93.3,22,7.74,false
21,2024,2,112,238,3.65,96.21,25,8.45,false
22,2005,1,394,457,11.72,95.24,27,8.01,false
22,2005,2,121,490,9.75,96.11,23,6.63,false
22,2006,1,210,471,8.72,87.15,27,8.13,false
22,2006,2,105,87,10.25,84.07,28,6.32,false
22,2007,1,587,298,10.79,97.1,18,9.19,false
22,2007,2,398,200,7.33,88.19,10,8.04,false
22,2008,1,270,341,6.14,86.52,38,8.47,false
22,2008,2,197,163,2.17,91.57,27,7.19,false
22,2009,1,259,166,3.84,85.33,7,9.29,false
22,2009,2,368,151,4.87,88.82,9,9.35,false
22,2010,1,417,147,6.48,89.24,37,8.5,false
22,2010,2,474,512,6.41,90.03,7,9.16,false
22,2011,1,362,369,10.5,87.61,8,9.5,false
22,2011,2,516,501,2.08,95.67,11,8.13,false
22,2012,1,172,393,5.03,83.4,20,9.35,false
22,2012,2,133,322,3.83,94.01,13,6.18,false
22,2013,1,452,322,8.56,97.38,36,8.45,false
22,2013,2,191,479,2.26,86.29,29,6.23,false
22,2014,1,130,109,6.82,87.65,27,7.01,false
22,2014,2,455,455,11.8,92.89,23,7.86,false
22,2015,1,157,372,2.99,93.07,18,8.43,false
22,2015,2,312,518,4.28,89.04,38,7.84,false
22,2016,1,147,92,7.2,80.48,9,7.96,false
22,2016,2,325,96,10.66,80.75,25,7.26,false
22,2017,1,565,381,5.1,95.48,22,6.39,false
22,2017,2,404,304,3.14,93.26,24,7.54,false
22,2018,1,172,575,5.34,92.38,14,8.44,false
22,2018,2,540,455,10.14,90.07,23,8.51,false
22,2019,1,181,568,9.62,85.7,39,7.26,false
22,2019,2,299,543,4.55,92.3,22,6.63,false
22,2020,1,495,512,10.15,84.29,15,7.43,false
22,2020,2,121,248,5.51,96.75,24,8.07,false
22,2021,1,109,157,5.38,88.42,7,8.05,false
22,2021,2,256,96,9.08,81.72,7,6.02,false
22,2022,1,459,316,8.48,93.73,19,6.63,false
22,2022,2,302,326,7.6,95.66,19,8.23,false
22,2023,1,403,146,11.7,97.54,37,6.06,false
22,2023,2,569,220,5.05,86.31,15,8.17,false
22,2024,1,242,540,8.42,81.73,37,7.3,false
22,2024,2,159,367,3.03,81.17,30,7.8,false
23,2005,1,401,455,7.9,93.31,9,7.71,false
23,2005,2,532,423,6.92,83.62,9,6.78,false
23,2006,1,499,346,6.41,87.52,20,8.94,false
23,2006,2,549,502,9.89,85.38,29,8.1,false
23,2007,1,378,397,11.04,92.75,24,8.89,false
23,2007,2,362,484,10.46,81.46,36,7.56,false
23,2008,1,128,315,10.52,82.21,38,8.46,false
23,2008,2,563,514,8.26,95.18,37,7.97,false
23,2009,1,347,191,11.65,80.74,16,8.61,false
23,2009,2,128,550,8.72,90.6,12,7.8,false
23,2010,1,530,393,3.17,88.38,13,7.71,false
23,2010,2,487,541,4.85,92.85,35,8.58,false
23,2011,1,354,252,7.68,91.26,27,6.74,false
23,2011,2,100,283,7.33,93.4,29,8.53,false
23,2012,1,507,382,6.26,85.5,25,8.36,false
23,2012,2,417,300,2.72,85.83,12,8.39,false
23,2013,1,290,329,3.88,87.55,9,8.23,false
23,2013,2,277,165,11.34,87.3,10,6.51,false
23,2014,1,138,131,6.92,88.94,34,6.44,false
23,2014,2,583,287,2.64,97.52,13,6.94,false
23,2015,1,121,139,3,83.71,17,6.05,false
23,2015,2,151,186,4.14,92.81,33,6.13,false
23,2016,1,594,134,5.02,86.33,19,9.08,false
23,2016,2,190,562,7.12,83.63,37,7.28,false
23,2017,1,596,192,11.25,85.5,27,8.58,false
23,2017,2,217,234,11.88,94.34,37,6.35,false
23,2018,1,506,570,6.49,91.4,9,6.77,false
23,2018,2,433,312,4.81,82.71,18,9.14,false
23,2019,1,366,464,3.88,86.91,9,7.56,false
23,2019,2,377,464,8.63,81.57,34,6.1,false
23,2020,1,510,161,3.49,83.07,18,6.73,false
23,2020,2,360,379,3.12,97.26,10,6.41,false
23,2021,1,398,101,2.85,82.99,9,8.45,false
23,2021,2,514,355,4.75,80.85,5,9.01,false
23,2022,1,493,540,5.15,81.13,16,9.03,false
23,2022,2,351,365,2.77,93.04,5,9.09,false
23,2023,1,421,458,2.06,95.42,26,6.39,false
23,2023,2,254,186,4.13,84.47,13,6.26,false
23,2024,1,535,106,10.8,81.12,38,9,false
23,2024,2,260,416,2.93,82.66,32,6.47,false
24,2005,1,435,196,3.48,82.23,12,8.38,false
24,2005,2,498,390,11.49,85.77,14,8.11,false
24,2006,1,166,500,8.83,93.75,15,9.27,false
24,2006,2,362,234,2.97,86.67,9,8.82,false
24,2007,1,262,516,2.69,80.34,19,9.16,false
24,2007,2,146,493,10.29,85.9,27,8.46,false
24,2008,1,582,315,6.28,95.74,38,7.54,false
24,2008,2,483,363,4.17,93.25,23,6.6,false
24,2009,1,426,188,2.58,94.26,28,8.17,false
24,2009,2,540,119,11.31,84.37,22,7.43,false
24,2010,1,403,281,4.56,90.81,10,8.3,false
24,2010,2,503,242,11.8,94.2,34,7.68,false
24,2011,1,278,404,4.48,90.31,36,6.38,false
24,2011,2,301,268,8.49,94.98,23,8.18,false
24,2012,1,251,376,9.79,90.66,9,6.61,false
24,2012,2,508,137,2.26,83.49,33,6.82,false
24,2013,1,342,391,2.54,86.66,30,8.61,false
24,2013,2,156,97,11.3,89.92,11,6.23,false
24,2014,1,383,162,8.79,90.28,9,9.07,false
24,2014,2,495,259,6.92,89.85,39,7.04,false
24,2015,1,330,109,6.88,95.37,26,8.63,false
24,2015,2,183,187,5.62,89.47,6,6.91,false
24,2016,1,549,117,10.91,91.98,8,8.98,false
24,2016,2,435,446,9.58,85.74,20,7.02,false
24,2017,1,480,474,5.88,92.66,36,6.22,false
24,2017,2,349,466,2.71,96.7,5,8.01,false
24,2018,1,164,412,11.89,89.62,13,7.23,false
24,2018,2,400,254,6.5,82.16,18,8.61,false
24,2019,1,287,187,8.28,97.1,9,9.31,false
24,2019,2,183,542,11.72,80.11,28,8.14,false
24,2020,1,556,436,9.8,88.16,30,8.42,false
24,2020,2,547,528,4.71,84.41,22,8.84,false
24,2021,1,579,519,3.4,97.44,37,8.63,false
24,2021,2,451,221,9.76,97.38,10,6.83,false
24,2022,1,496,211,7.32,81.2,18,8.84,false
24,2022,2,115,203,11.59,80.54,17,9.25,false
24,2023,1,409,189,7.16,90.81,23,6.43,false
24,2023,2,151,185,11.21,91.35,26,8.06,false
24,2024,1,425,499,6.84,88.86,25,8.87,false
24,2024,2,320,381,4.19,88.07,21,8.62,false
25,2005,1,456,359,2.06,86.1,34,9.39,true
25,2005,2,318,380,8.69,95.27,37,7.14,true
25,2006,1,492,418,4.84,89.92,38,8.14,true
25,2006,2,321,465,9.64,91.2,9,8.37,true
25,2007,1,320,369,10.75,95.78,17,9.26,true
25,2007,2,362,499,6.32,91.41,6,7.74,true
25,2008,1,486,158,3.04,89.18,33,8.46,true
25,2008,2,302,418,9.2,92.21,23,6.29,true
25,2009,1,155,242,7.94,96.05,20,8.42,true
25,2009,2,326,368,4.12,97.14,30,7.53,true
25,2010,1,475,435,6.73,93.61,20,9.23,true
25,2010,2,564,176,3.48,95.17,29,7.7,true
25,2011,1,488,551,6.87,84.67,25,7.2,true
25,2011,2,406,448,11.9,90.06,29,8.46,true
25,2012,1,576,182,10.86,96.02,34,8.17,true
25,2012,2,486,496,5.54,83.04,8,8.49,true
25,2013,1,557,455,10.9,96.88,8,8.97,true
25,2013,2,511,128,7.58,97.4,29,8.96,true
25,2014,1,544,481,3.96,89.2,9,7.9,true
25,2014,2,467,323,4.84,96.05,10,7.95,true
25,2015,1,564,577,6.27,97.97,36,6.39,true
25,2015,2,488,262,7.4,86.3,28,7.44,true
25,2016,1,231,197,7.68,96.64,24,8.68,true
25,2016,2,213,517,5.91,89.36,29,9.17,true
25,2017,1,427,530,3.93,81.05,30,6.15,true
25,2017,2,134,479,11.5,82.09,36,9.38,true
25,2018,1,584,138,3.94,94.51,30,9.43,true
25,2018,2,169,502,4.14,91.46,8,8.47,true
25,2019,1,495,127,8.02,94.08,24,7.49,true
25,2019,2,568,163,6.04,81.62,18,7.8,true
25,2020,1,155,482,4.29,82.32,31,9.45,true
25,2020,2,522,568,2.86,95.09,22,6.32,true
25,2021,1,134,452,2.8,81.78,7,7.83,true
25,2021,2,253,379,6.77,87.95,38,7.19,true
25,2022,1,246,537,6.3,94.79,7,9.27,true
25,2022,2,336,251,10.01,95.59,30,8.98,true
25,2023,1,205,496,4.04,91.34,31,7.92,true
25,2023,2,217,351,8.26,81.7,9,7.56,true
25,2024,1,138,503,10.82,80.15,7,9.43,true
25,2024,2,505,209,8.8,97.54,18,6.2,true
